species,words
Asimina triloba,"4 km) rail line between Lawton and Paw Paw, in Van Buren County, Michigan"
Asimina triloba,"
The village of Paw Paw, Illinois was named after a nearby grove of pawpaw trees"
Asimina triloba,"
The community of Paw Paw, Indiana in Miami County, and townships of Paw Paw Township in DeKalb County and Paw Paw Township in Wabash County are all named after groves of native pawpaw trees"
Asimina triloba,"
Paw Paw, Kentucky, a community in easternmost Kentucky, was named after the native fruit tree"
Asimina triloba,"
The (now extinct) town of Paw Paw, Missouri was named after the trees"
Asimina triloba,"


=== Art ===

Nineteenth-century naturalist and painter John James Audubon included pawpaw foliage and fruits in the background of his illustration of the yellow-billed cuckoo (Coccyzus americanus) in his classic work, The Birds of America (1827–1838)"
Asimina triloba,"
Pawpaw fruits and a pawpaw leaf are featured in the painting Still Life with Pawpaws (c"
Asimina triloba," 1870-1875) by Edward Edmondson, Jr"
Asimina triloba," (1830–1884), at the Dayton Art Institute in Dayton, Ohio"
Asimina triloba,"


=== Other ===
The third Thursday in September has been designated as National Pawpaw Day by the National Day Calendar"
Asimina triloba," It was announced on September 19, 2019 at Kentucky State University's monthly sustainable agriculture workshop, The Third Thursday Thing"
Asimina triloba,"
The pawpaw (Asimina triloba) was designated as Ohio's state native fruit in 2009"
Asimina triloba,"
Since 1999, The Ohio Pawpaw Growers' Association has sponsored an annual Ohio Pawpaw Festival at Lake Snowden, near Albany, Ohio"
Asimina triloba,"
Since 2012, Delaware's Alapocas Run State Park has hosted an annual Pawpaw Folk Festival featuring tastings of the fruit"
Asimina triloba,"
The larva of the Pawpaw sphinx moth feeds on pawpaw fruit"
Asimina triloba,"


== References ==


== Further reading ==
Moore, Andrew (2015)"
Asimina triloba, Pawpaw: In Search of America's Forgotten Fruit
Asimina triloba, Chelsea Green Publishing
Asimina triloba, ISBN 978-1603585972
Asimina triloba,"


== External links ==
Kentucky State University Pawpaw Program
The Pawpaw: Foraging For America's Forgotten Fruit"
Betula utilis,"Betula utilis (Himalayan birch, bhojpatra, Sanskrit: भूर्ज bhūrjá) is a birch tree native to the Western Himalayas, growing at elevations up to 4,500 m (14,800 ft)"
Betula utilis," The specific epithet, utilis, refers to the many uses of the different parts of the tree"
Betula utilis," The white, paper-like bark of the tree was used in ancient times for writing Sanskrit scriptures and texts"
Betula utilis," It is still used as paper for the writing of sacred mantras, with the bark placed in an amulet and worn for protection"
Betula utilis," Selected varieties are used for landscaping throughout the world, even while some areas of its native habitat are being lost due to overuse of the tree for firewood"
Betula utilis,"


== Taxonomy ==
Betula utilis was described and named by botanist David Don in his Prodromus Florae Nepalensis (1825), from specimens collected by Nathaniel Wallich in Nepal in 1820"
Betula utilis," Betula jacquemontii (Spach), first described and named in 1841, was later found to be a variety of B"
Betula utilis," utilis, and is now Betula utilis var"
Betula utilis, jacquemontii
Betula utilis,"


== Description ==

In its native habitat, B"
Betula utilis," utilis tends to form forests, growing as a shrub or tree reaching up to 20 m (66 ft) tall"
Betula utilis," It  frequently grows among scattered conifers, with an undergrowth of shrubs that typically includes evergreen Rhododendron"
Betula utilis," The tree depends on moisture from snowmelt, rather than from the monsoon rains"
Betula utilis, They often have very bent growth due to the pressure of the deep winter snow in the Himalaya
Betula utilis,"Leaves are ovate, 5 to 10 cm (2"
Betula utilis,0 to 3
Betula utilis,"9 in) long, with serrated margins, and slightly hairy"
Betula utilis," Flowering occurs from May–July, with only a few male catkins, and short, single (sometimes paired) female catkins"
Betula utilis," The perianth has four parts in male flowers, and is absent in the female flowers"
Betula utilis, Fruits ripen in September–October
Betula utilis,"The thin, papery bark is very shiny, reddish brown, reddish white, or white, with horizontal lenticels"
Betula utilis," The bark peels off in broad, horizontal belts, making it very usable for creating even large pages for texts"
Betula utilis," A fungal growth, locally called bhurja-granthi, forms black lumps on the tree weighing up to 1 kg"
Betula utilis,"The wood is very hard and heavy, and quite brittle"
Betula utilis, The heartwood is pink or light reddish brown
Betula utilis,"


== History and use ==

The bark of Himalayan birch was used centuries ago in India as paper for writing lengthy scriptures and texts in Sanskrit and other scripts, particularly in historical Kashmir"
Betula utilis, Its use as paper for books is mentioned by early Sanskrit writers Kalidasa (c
Betula utilis," 4th century CE), Sushruta (c"
Betula utilis," 3rd century CE), and Varahamihira (6th century CE)"
Betula utilis," In the late 19th century, Kashmiri pandits reported all of their books were written on Himalayan birch bark until Akbar introduced paper in the 16th century"
Betula utilis," The Sanskrit word for the tree is bhûrja—sharing a similarity with other Indo-European words that provide the origin for the common name ""birch"""
Betula utilis,"The bark is still used for writing sacred mantras, which are  placed in an amulet and worn around the neck for protection or blessing"
Betula utilis," This practice was mentioned as early as the 8th or 9th century CE, in the Lakshmi Tantra, a Pancaratra text"
Betula utilis," According to legend, the bark was also used as clothing by attendants of Lord Shiva"
Betula utilis,"The bark is widely used for packaging material (particularly butter), roof construction, umbrella covers, bandages, and more"
Betula utilis," The wood is used for bridge construction, and the foliage for fodder"
Betula utilis," The most widespread use is for firewood, which has caused large areas of habitat to be eliminated or reduced"
Betula utilis," Parts of the plant, including the fungal growth (bhurja-granthi) have also long been used in local traditional medicine"
Betula utilis,"


== Conservation ==
Deforestation due to overuse of the tree has caused loss of habitat for many native groves of B"
Betula utilis, utilis (locally called bhojpatra in the Indian Himalaya)
Betula utilis," The first high-altitude bhojpatra nursery was established in 1993 at Chirbasa, just above Gangotri, where many Hindus go on pilgrimage to the source of the sacred Ganges river"
Betula utilis, Dr
Betula utilis," Harshvanti Bisht, a Himalayan mountaineer, established the first nursery and continues to expand the reforestation of bhojpatra in the Gangotri area and inside Gangotri National Park"
Betula utilis," About 12,500 bhojpatra saplings had been planted in the area by the year 2000"
Betula utilis," In recent years, attempts have been made to ban the collection of bhojpatra trees in the Gangotri area"
Betula utilis,"


== Varieties and cultivars ==
Many named varieties and cultivars are used in landscaping throughout the world"
Betula utilis," In the eastern end of the tree's native distribution, several forms have orange- or copper-colored bark"
Betula utilis, Betula utilis var
Betula utilis," jacquemontii, from the western end of the native habitat, is widely used because several cultivars have especially white bark"
Betula utilis," These include:

'Doorenbos' (a"
Betula utilis,k
Betula utilis,a
Betula utilis," 'Snow Queen') agm
'Grayswood Ghost' agm
'Jermyns' agm
'Silver Shadow' agmThose cultivars marked agm have gained the Royal Horticultural Society's Award of Garden Merit"
